player,start_time,end_time,quarter,match_delta,match_time,match_end_delta,match_end_time
Circle Entry JSHC,0 days 01:08:00.900000,0 days 01:08:20.900000,Q3,0 days 00:04:15.699000,04:15,0 days 00:04:35.699000,04:35
Circle Entry JSHC,0 days 01:08:44.500000,0 days 01:09:04.500000,Q3,0 days 00:04:59.299000,04:59,0 days 00:05:19.299000,05:19
Circle Entry JSHC,0 days 01:09:04.510000,0 days 01:09:11.700000,Q3,0 days 00:05:19.309000,05:19,0 days 00:05:26.499000,05:26
Circle Entry JSHC,0 days 01:15:46.100000,0 days 01:16:06.100000,Q3,0 days 00:12:00.899000,12:00,0 days 00:12:20.899000,12:20
Circle Entry JSHC,0 days 01:22:21.301000,0 days 01:22:41.301000,Q3,0 days 00:18:36.100000,18:36,0 days 00:18:56.100000,18:56
Circle Entry JSHC,0 days 01:30:35.101000,0 days 01:30:55.101000,Q4,0 days 00:04:33.301000,04:33,0 days 00:04:53.301000,04:53
Circle Entry JSHC,0 days 01:36:17.201000,0 days 01:36:37.201000,Q4,0 days 00:10:15.401000,10:15,0 days 00:10:35.401000,10:35
Circle Entry JSHC,0 days 01:37:31.402000,0 days 01:37:51.402000,Q4,0 days 00:11:29.602000,11:29,0 days 00:11:49.602000,11:49
Circle Entry SRBT,0 days 00:12:42.601000,0 days 00:13:02.601000,Q1,0 days 00:00:39.400000,00:39,0 days 00:00:59.400000,00:59
Circle Entry SRBT,0 days 00:15:52.700000,0 days 00:16:12.700000,Q1,0 days 00:03:49.499000,03:49,0 days 00:04:09.499000,04:09
Circle Entry SRBT,0 days 00:17:45.501000,0 days 00:18:05.501000,Q1,0 days 00:05:42.300000,05:42,0 days 00:06:02.300000,06:02
Circle Entry SRBT,0 days 00:27:37.901000,0 days 00:27:57.901000,Q1,0 days 00:15:34.700000,15:34,0 days 00:15:54.700000,15:54
Circle Entry SRBT,0 days 00:49:45.301000,0 days 00:50:05.301000,Q2,0 days 00:16:20.300000,16:20,0 days 00:16:40.300000,16:40
Circle Entry SRBT,0 days 01:11:43.801000,0 days 01:12:03.801000,Q3,0 days 00:07:58.600000,07:58,0 days 00:08:18.600000,08:18
Circle Entry SRBT,0 days 01:15:13.801000,0 days 01:15:33.801000,Q3,0 days 00:11:28.600000,11:28,0 days 00:11:48.600000,11:48
Circle Entry SRBT,0 days 01:16:21.001000,0 days 01:16:41.001000,Q3,0 days 00:12:35.800000,12:35,0 days 00:12:55.800000,12:55
Circle Entry SRBT,0 days 01:27:26.700000,0 days 01:27:46.700000,Q4,0 days 00:01:24.900000,01:24,0 days 00:01:44.900000,01:44
Circle Entry SRBT,0 days 01:33:03.600000,0 days 01:33:23.600000,Q4,0 days 00:07:01.800000,07:01,0 days 00:07:21.800000,07:21
Circle Entry SRBT,0 days 01:35:51.301000,0 days 01:36:11.301000,Q4,0 days 00:09:49.501000,09:49,0 days 00:10:09.501000,10:09
Earn PC  SRBT,0 days 00:17:48.700000,0 days 00:18:08.700000,Q1,0 days 00:05:45.499000,05:45,0 days 00:06:05.499000,06:05
Earn PC  SRBT,0 days 00:36:30.200000,0 days 00:36:50.200000,Q2,0 days 00:03:05.199000,03:05,0 days 00:03:25.199000,03:25
Earn PC  SRBT,0 days 01:11:44.201000,0 days 01:12:04.201000,Q3,0 days 00:07:59,07:59,0 days 00:08:19,08:19
Earn PC  SRBT,0 days 01:16:22.001000,0 days 01:16:42.001000,Q3,0 days 00:12:36.800000,12:36,0 days 00:12:56.800000,12:56
Earn PC JSHC,0 days 00:20:11.700000,0 days 00:20:31.700000,Q1,0 days 00:08:08.499000,08:08,0 days 00:08:28.499000,08:28
Earn PC JSHC,0 days 00:23:04.200000,0 days 00:23:24.200000,Q1,0 days 00:11:00.999000,11:00,0 days 00:11:20.999000,11:20
Earn PC JSHC,0 days 00:47:24.901000,0 days 00:47:44.901000,Q2,0 days 00:13:59.900000,13:59,0 days 00:14:19.900000,14:19
Eliminations  SRBT,0 days 00:13:56.600000,0 days 00:14:16.600000,Q1,0 days 00:01:53.399000,01:53,0 days 00:02:13.399000,02:13
Eliminations  SRBT,0 days 00:17:31,0 days 00:17:51,Q1,0 days 00:05:27.799000,05:27,0 days 00:05:47.799000,05:47
Eliminations JSHC,0 days 00:26:53.500000,0 days 00:27:13.500000,Q1,0 days 00:14:50.299000,14:50,0 days 00:15:10.299000,15:10
Eliminations JSHC,0 days 01:13:32.801000,0 days 01:13:52.801000,Q3,0 days 00:09:47.600000,09:47,0 days 00:10:07.600000,10:07
Field Goal JSHC,0 days 00:39:48.900000,0 days 00:40:08.900000,Q2,0 days 00:06:23.899000,06:23,0 days 00:06:43.899000,06:43
Fouls Committed JSHC,0 days 00:12:15.400000,0 days 00:12:35.400000,Q1,0 days 00:00:12.199000,00:12,0 days 00:00:32.199000,00:32
Fouls Committed JSHC,0 days 00:12:35.410000,0 days 00:12:55.301000,Q1,0 days 00:00:32.209000,00:32,0 days 00:00:52.100000,00:52
Fouls Committed JSHC,0 days 00:13:35.501000,0 days 00:13:55.501000,Q1,0 days 00:01:32.300000,01:32,0 days 00:01:52.300000,01:52
Fouls Committed JSHC,0 days 00:14:17.901000,0 days 00:14:37.901000,Q1,0 days 00:02:14.700000,02:14,0 days 00:02:34.700000,02:34
Fouls Committed JSHC,0 days 00:15:48.401000,0 days 00:16:08.401000,Q1,0 days 00:03:45.200000,03:45,0 days 00:04:05.200000,04:05
Fouls Committed JSHC,0 days 00:17:00.400000,0 days 00:17:20.400000,Q1,0 days 00:04:57.199000,04:57,0 days 00:05:17.199000,05:17
Fouls Committed JSHC,0 days 00:25:29.900000,0 days 00:25:49.900000,Q1,0 days 00:13:26.699000,13:26,0 days 00:13:46.699000,13:46
Fouls Committed JSHC,0 days 00:26:00.701000,0 days 00:26:20.701000,Q1,0 days 00:13:57.500000,13:57,0 days 00:14:17.500000,14:17
Fouls Committed JSHC,0 days 00:27:25.400000,0 days 00:27:45.400000,Q1,0 days 00:15:22.199000,15:22,0 days 00:15:42.199000,15:42
Fouls Committed JSHC,0 days 00:28:09,0 days 00:28:29,Q1,0 days 00:16:05.799000,16:05,0 days 00:16:25.799000,16:25
Fouls Committed JSHC,0 days 00:36:03,0 days 00:36:23,Q2,0 days 00:02:37.999000,02:37,0 days 00:02:57.999000,02:57
Fouls Committed JSHC,0 days 00:45:31.202000,0 days 00:45:51.202000,Q2,0 days 00:12:06.201000,12:06,0 days 00:12:26.201000,12:26
Fouls Committed JSHC,0 days 01:13:48.401000,0 days 01:14:08.401000,Q3,0 days 00:10:03.200000,10:03,0 days 00:10:23.200000,10:23
Fouls Committed JSHC,0 days 01:22:24.300000,0 days 01:22:37.390000,Q3,0 days 00:18:39.099000,18:39,0 days 00:18:52.189000,18:52
Fouls Committed JSHC,0 days 01:22:37.400000,0 days 01:22:52.400000,Q3,0 days 00:18:52.199000,18:52,0 days 00:19:07.199000,19:07
Fouls Committed JSHC,0 days 01:32:53.800000,0 days 01:33:13.800000,Q4,0 days 00:06:52,06:52,0 days 00:07:12,07:12
Fouls Committed JSHC,0 days 01:36:17.901000,0 days 01:36:37.901000,Q4,0 days 00:10:16.101000,10:16,0 days 00:10:36.101000,10:36
Fouls Committed JSHC,0 days 01:36:37.911000,0 days 01:36:50.900000,Q4,0 days 00:10:36.111000,10:36,0 days 00:10:49.100000,10:49
Fouls Committed JSHC,0 days 01:37:33.201000,0 days 01:37:53.201000,Q4,0 days 00:11:31.401000,11:31,0 days 00:11:51.401000,11:51
Fouls Committed SRBT,0 days 00:16:07.501000,0 days 00:16:13.890000,Q1,0 days 00:04:04.300000,04:04,0 days 00:04:10.689000,04:10
Fouls Committed SRBT,0 days 00:16:13.900000,0 days 00:16:28.900000,Q1,0 days 00:04:10.699000,04:10,0 days 00:04:25.699000,04:25
Fouls Committed SRBT,0 days 00:19:39.500000,0 days 00:19:59.500000,Q1,0 days 00:07:36.299000,07:36,0 days 00:07:56.299000,07:56
Fouls Committed SRBT,0 days 00:23:03.701000,0 days 00:23:23.701000,Q1,0 days 00:11:00.500000,11:00,0 days 00:11:20.500000,11:20
Fouls Committed SRBT,0 days 00:34:58.104000,0 days 00:35:18.104000,Q2,0 days 00:01:33.103000,01:33,0 days 00:01:53.103000,01:53
Fouls Committed SRBT,0 days 00:35:18.114000,0 days 00:35:24.406000,Q2,0 days 00:01:53.113000,01:53,0 days 00:01:59.405000,01:59
Fouls Committed SRBT,0 days 00:38:19.200000,0 days 00:38:39.200000,Q2,0 days 00:04:54.199000,04:54,0 days 00:05:14.199000,05:14
Fouls Committed SRBT,0 days 00:43:09,0 days 00:43:29,Q2,0 days 00:09:43.999000,09:43,0 days 00:10:03.999000,10:03
Fouls Committed SRBT,0 days 00:44:28.800000,0 days 00:44:48.800000,Q2,0 days 00:11:03.799000,11:03,0 days 00:11:23.799000,11:23
Fouls Committed SRBT,0 days 01:10:58,0 days 01:11:18,Q3,0 days 00:07:12.799000,07:12,0 days 00:07:32.799000,07:32
Fouls Committed SRBT,0 days 01:14:35.100000,0 days 01:14:55.100000,Q3,0 days 00:10:49.899000,10:49,0 days 00:11:09.899000,11:09
Fouls Committed SRBT,0 days 01:15:18.301000,0 days 01:15:38.301000,Q3,0 days 00:11:33.100000,11:33,0 days 00:11:53.100000,11:53
Fouls Committed SRBT,0 days 01:15:55.100000,0 days 01:16:15.100000,Q3,0 days 00:12:09.899000,12:09,0 days 00:12:29.899000,12:29
Fouls Committed SRBT,0 days 01:27:29.500000,0 days 01:27:49.500000,Q4,0 days 00:01:27.700000,01:27,0 days 00:01:47.700000,01:47
Fouls Committed SRBT,0 days 01:27:53.800000,0 days 01:28:13.800000,Q4,0 days 00:01:52,01:52,0 days 00:02:12,02:12
Fouls Committed SRBT,0 days 01:28:18.100000,0 days 01:28:38.100000,Q4,0 days 00:02:16.300000,02:16,0 days 00:02:36.300000,02:36
Fouls Committed SRBT,0 days 01:36:47.301000,0 days 01:37:07.301000,Q4,0 days 00:10:45.501000,10:45,0 days 00:11:05.501000,11:05
Fouls Committed SRBT,0 days 01:39:59.301000,0 days 01:40:19.301000,Q4,0 days 00:13:57.501000,13:57,0 days 00:14:17.501000,14:17
Fouls Committed SRBT,0 days 01:40:19.311000,0 days 01:40:37.901000,Q4,0 days 00:14:17.511000,14:17,0 days 00:14:36.101000,14:36
Full Press,0 days 00:45:15.701000,0 days 00:45:35.701000,Q2,0 days 00:11:50.700000,11:50,0 days 00:12:10.700000,12:10
Full Press,0 days 00:51:34.601000,0 days 00:51:54.601000,Q2,0 days 00:18:09.600000,18:09,0 days 00:18:29.600000,18:29
Full Press,0 days 01:09:24.801000,0 days 01:09:44.801000,Q3,0 days 00:05:39.600000,05:39,0 days 00:05:59.600000,05:59
Full Press,0 days 01:21:34.700000,0 days 01:21:54.700000,Q3,0 days 00:17:49.499000,17:49,0 days 00:18:09.499000,18:09
Full Press,0 days 01:31:52.001000,0 days 01:32:12.001000,Q4,0 days 00:05:50.201000,05:50,0 days 00:06:10.201000,06:10
Full Press,0 days 01:35:24.900000,0 days 01:35:44.900000,Q4,0 days 00:09:23.100000,09:23,0 days 00:09:43.100000,09:43
Full Press,0 days 01:37:24.101000,0 days 01:37:44.101000,Q4,0 days 00:11:22.301000,11:22,0 days 00:11:42.301000,11:42
Full Press,0 days 01:39:26.708000,0 days 01:39:46.708000,Q4,0 days 00:13:24.908000,13:24,0 days 00:13:44.908000,13:44
Goal Replay,0 days 00:40:18.400000,0 days 00:40:39.201000,Q2,0 days 00:06:53.399000,06:53,0 days 00:07:14.200000,07:14
Goal Replay,0 days 00:48:35.401000,0 days 00:48:53.600000,Q2,0 days 00:15:10.400000,15:10,0 days 00:15:28.599000,15:28
Goal Replay,0 days 01:12:52,0 days 01:13:05.401000,Q3,0 days 00:09:06.799000,09:06,0 days 00:09:20.200000,09:20
Green,0 days 01:35:04.800000,0 days 01:35:24.800000,Q4,0 days 00:09:03,09:03,0 days 00:09:23,09:23
GSO  SRBT,0 days 00:12:42.601000,0 days 00:13:02.601000,Q1,0 days 00:00:39.400000,00:39,0 days 00:00:59.400000,00:59
GSO  SRBT,0 days 00:13:02.611000,0 days 00:13:03.600000,Q1,0 days 00:00:59.410000,00:59,0 days 00:01:00.399000,01:00
GSO  SRBT,0 days 00:15:52.700000,0 days 00:16:12.700000,Q1,0 days 00:03:49.499000,03:49,0 days 00:04:09.499000,04:09
GSO  SRBT,0 days 00:17:45.501000,0 days 00:18:05.501000,Q1,0 days 00:05:42.300000,05:42,0 days 00:06:02.300000,06:02
GSO  SRBT,0 days 00:27:37.901000,0 days 00:27:44.890000,Q1,0 days 00:15:34.700000,15:34,0 days 00:15:41.689000,15:41
GSO  SRBT,0 days 00:27:44.900000,0 days 00:27:59.900000,Q1,0 days 00:15:41.699000,15:41,0 days 00:15:56.699000,15:56
GSO  SRBT,0 days 00:27:59.910000,0 days 00:28:04.300000,Q1,0 days 00:15:56.709000,15:56,0 days 00:16:01.099000,16:01
GSO  SRBT,0 days 00:28:03.701000,0 days 00:28:04.310000,Q1,0 days 00:16:00.500000,16:00,0 days 00:16:01.109000,16:01
GSO  SRBT,0 days 00:36:10.801000,0 days 00:36:30.801000,Q2,0 days 00:02:45.800000,02:45,0 days 00:03:05.800000,03:05
GSO  SRBT,0 days 00:49:45.301000,0 days 00:50:05.301000,Q2,0 days 00:16:20.300000,16:20,0 days 00:16:40.300000,16:40
GSO  SRBT,0 days 01:11:43.801000,0 days 01:12:03.801000,Q3,0 days 00:07:58.600000,07:58,0 days 00:08:18.600000,08:18
GSO  SRBT,0 days 01:15:13.801000,0 days 01:15:33.801000,Q3,0 days 00:11:28.600000,11:28,0 days 00:11:48.600000,11:48
GSO  SRBT,0 days 01:16:21.001000,0 days 01:16:41.001000,Q3,0 days 00:12:35.800000,12:35,0 days 00:12:55.800000,12:55
GSO  SRBT,0 days 01:27:26.700000,0 days 01:27:46.700000,Q4,0 days 00:01:24.900000,01:24,0 days 00:01:44.900000,01:44
GSO  SRBT,0 days 01:33:03.600000,0 days 01:33:23.600000,Q4,0 days 00:07:01.800000,07:01,0 days 00:07:21.800000,07:21
GSO  SRBT,0 days 01:35:51.301000,0 days 01:36:11.301000,Q4,0 days 00:09:49.501000,09:49,0 days 00:10:09.501000,10:09
GSO JSHC,0 days 00:16:14.101000,0 days 00:16:34.101000,Q1,0 days 00:04:10.900000,04:10,0 days 00:04:30.900000,04:30
GSO JSHC,0 days 00:20:10.901000,0 days 00:20:30.901000,Q1,0 days 00:08:07.700000,08:07,0 days 00:08:27.700000,08:27
GSO JSHC,0 days 00:21:50.100000,0 days 00:22:10.100000,Q1,0 days 00:09:46.899000,09:46,0 days 00:10:06.899000,10:06
GSO JSHC,0 days 00:29:47.501000,0 days 00:30:07.501000,Q1,0 days 00:17:44.300000,17:44,0 days 00:18:04.300000,18:04
GSO JSHC,0 days 00:30:07.511000,0 days 00:30:12.300000,Q1,0 days 00:18:04.310000,18:04,0 days 00:18:09.099000,18:09
GSO JSHC,0 days 00:38:40.900000,0 days 00:39:00.900000,Q2,0 days 00:05:15.899000,05:15,0 days 00:05:35.899000,05:35
GSO JSHC,0 days 00:39:47.300000,0 days 00:39:50.590000,Q2,0 days 00:06:22.299000,06:22,0 days 00:06:25.589000,06:25
GSO JSHC,0 days 00:39:50.600000,0 days 00:40:05.600000,Q2,0 days 00:06:25.599000,06:25,0 days 00:06:40.599000,06:40
GSO JSHC,0 days 00:46:07.100000,0 days 00:46:27.100000,Q2,0 days 00:12:42.099000,12:42,0 days 00:13:02.099000,13:02
GSO JSHC,0 days 00:47:22.300000,0 days 00:47:42.300000,Q2,0 days 00:13:57.299000,13:57,0 days 00:14:17.299000,14:17
GSO JSHC,0 days 01:05:55.505000,0 days 01:06:02.291000,Q3,0 days 00:02:10.304000,02:10,0 days 00:02:17.090000,02:17
GSO JSHC,0 days 01:06:02.301000,0 days 01:06:17.301000,Q3,0 days 00:02:17.100000,02:17,0 days 00:02:32.100000,02:32
GSO JSHC,0 days 01:08:00.900000,0 days 01:08:20.900000,Q3,0 days 00:04:15.699000,04:15,0 days 00:04:35.699000,04:35
GSO JSHC,0 days 01:08:44.500000,0 days 01:09:04.500000,Q3,0 days 00:04:59.299000,04:59,0 days 00:05:19.299000,05:19
GSO JSHC,0 days 01:09:04.510000,0 days 01:09:11.700000,Q3,0 days 00:05:19.309000,05:19,0 days 00:05:26.499000,05:26
GSO JSHC,0 days 01:15:46.100000,0 days 01:15:54.091000,Q3,0 days 00:12:00.899000,12:00,0 days 00:12:08.890000,12:08
GSO JSHC,0 days 01:15:54.101000,0 days 01:16:09.101000,Q3,0 days 00:12:08.900000,12:08,0 days 00:12:23.900000,12:23
GSO JSHC,0 days 01:22:21.301000,0 days 01:22:41.301000,Q3,0 days 00:18:36.100000,18:36,0 days 00:18:56.100000,18:56
GSO JSHC,0 days 01:30:35.101000,0 days 01:30:55.101000,Q4,0 days 00:04:33.301000,04:33,0 days 00:04:53.301000,04:53
GSO JSHC,0 days 01:30:55.111000,0 days 01:31:00,Q4,0 days 00:04:53.311000,04:53,0 days 00:04:58.200000,04:58
GSO JSHC,0 days 01:36:17.201000,0 days 01:36:37.201000,Q4,0 days 00:10:15.401000,10:15,0 days 00:10:35.401000,10:35
GSO JSHC,0 days 01:37:31.402000,0 days 01:37:51.402000,Q4,0 days 00:11:29.602000,11:29,0 days 00:11:49.602000,11:49
Half Press,0 days 00:12:25.900000,0 days 00:12:45.900000,Q1,0 days 00:00:22.699000,00:22,0 days 00:00:42.699000,00:42
Half Press,0 days 00:14:35.501000,0 days 00:14:55.501000,Q1,0 days 00:02:32.300000,02:32,0 days 00:02:52.300000,02:52
Half Press,0 days 00:41:26.800000,0 days 00:41:46.800000,Q2,0 days 00:08:01.799000,08:01,0 days 00:08:21.799000,08:21
Half Press,0 days 01:28:33.001000,0 days 01:28:53.001000,Q4,0 days 00:02:31.201000,02:31,0 days 00:02:51.201000,02:51
Horizontal line Break JSHC,0 days 00:33:35.005000,0 days 00:33:55.005000,Q2,0 days 00:00:10.004000,00:10,0 days 00:00:30.004000,00:30
Horizontal line Break JSHC,0 days 00:42:34.101000,0 days 00:42:54.101000,Q2,0 days 00:09:09.100000,09:09,0 days 00:09:29.100000,09:29
Horizontal line Break SRBT,0 days 00:19:21.100000,0 days 00:19:41.100000,Q1,0 days 00:07:17.899000,07:17,0 days 00:07:37.899000,07:37
Horizontal line Break SRBT,0 days 01:13:31.900000,0 days 01:13:51.900000,Q3,0 days 00:09:46.699000,09:46,0 days 00:10:06.699000,10:06
Interception JSHC,0 days 00:22:29.200000,0 days 00:22:49.200000,Q1,0 days 00:10:25.999000,10:25,0 days 00:10:45.999000,10:45
Interception JSHC,0 days 00:26:47,0 days 00:27:07,Q1,0 days 00:14:43.799000,14:43,0 days 00:15:03.799000,15:03
Interception JSHC,0 days 00:35:52.801000,0 days 00:36:12.801000,Q2,0 days 00:02:27.800000,02:27,0 days 00:02:47.800000,02:47
Interception JSHC,0 days 00:52:51.600000,0 days 00:53:11.600000,Q2,0 days 00:19:26.599000,19:26,0 days 00:19:46.599000,19:46
Interception JSHC,0 days 01:03:58.901000,0 days 01:04:18.901000,Q3,0 days 00:00:13.700000,00:13,0 days 00:00:33.700000,00:33
Interception JSHC,0 days 01:09:34.201000,0 days 01:09:54.201000,Q3,0 days 00:05:49,05:49,0 days 00:06:09,06:09
Interception JSHC,0 days 01:26:20.600000,0 days 01:26:40.600000,Q4,0 days 00:00:18.800000,00:18,0 days 00:00:38.800000,00:38
Interception JSHC,0 days 01:37:28.832000,0 days 01:37:48.832000,Q4,0 days 00:11:27.032000,11:27,0 days 00:11:47.032000,11:47
Interception JSHC,0 days 01:40:50.001000,0 days 01:41:10.001000,Q4,0 days 00:14:48.201000,14:48,0 days 00:15:08.201000,15:08
Interception SRBT,0 days 00:12:11.101000,0 days 00:12:31.101000,Q1,0 days 00:00:07.900000,00:07,0 days 00:00:27.900000,00:27
Interception SRBT,0 days 00:13:30.101000,0 days 00:13:50.101000,Q1,0 days 00:01:26.900000,01:26,0 days 00:01:46.900000,01:46
Interception SRBT,0 days 00:16:03,0 days 00:16:23,Q1,0 days 00:03:59.799000,03:59,0 days 00:04:19.799000,04:19
Interception SRBT,0 days 00:16:23.010000,0 days 00:16:36.901000,Q1,0 days 00:04:19.809000,04:19,0 days 00:04:33.700000,04:33
Interception SRBT,0 days 00:29:42.200000,0 days 00:30:02.200000,Q1,0 days 00:17:38.999000,17:38,0 days 00:17:58.999000,17:58
Interception SRBT,0 days 00:34:02.601000,0 days 00:34:22.601000,Q2,0 days 00:00:37.600000,00:37,0 days 00:00:57.600000,00:57
Interception SRBT,0 days 00:35:52.704000,0 days 00:36:12.704000,Q2,0 days 00:02:27.703000,02:27,0 days 00:02:47.703000,02:47
Interception SRBT,0 days 00:36:12.714000,0 days 00:36:19.201000,Q2,0 days 00:02:47.713000,02:47,0 days 00:02:54.200000,02:54
Interception SRBT,0 days 00:46:08.200000,0 days 00:46:28.200000,Q2,0 days 00:12:43.199000,12:43,0 days 00:13:03.199000,13:03
Interception SRBT,0 days 01:05:57.601000,0 days 01:06:17.601000,Q3,0 days 00:02:12.400000,02:12,0 days 00:02:32.400000,02:32
Interception SRBT,0 days 01:09:52.800000,0 days 01:10:12.800000,Q3,0 days 00:06:07.599000,06:07,0 days 00:06:27.599000,06:27
Interception SRBT,0 days 01:27:18.600000,0 days 01:27:38.600000,Q4,0 days 00:01:16.800000,01:16,0 days 00:01:36.800000,01:36
Interception SRBT,0 days 01:31:14,0 days 01:31:34,Q4,0 days 00:05:12.200000,05:12,0 days 00:05:32.200000,05:32
Interception SRBT,0 days 01:40:11.801000,0 days 01:40:31.801000,Q4,0 days 00:14:10.001000,14:10,0 days 00:14:30.001000,14:30
Long Corner (BS4) JSHC,0 days 00:25:26.100000,0 days 00:25:46.100000,Q1,0 days 00:13:22.899000,13:22,0 days 00:13:42.899000,13:42
Long Corner (BS4) JSHC,0 days 00:39:04.701000,0 days 00:39:24.701000,Q2,0 days 00:05:39.700000,05:39,0 days 00:05:59.700000,05:59
Long Corner (BS4) JSHC,0 days 01:21:03.600000,0 days 01:21:23.600000,Q3,0 days 00:17:18.399000,17:18,0 days 00:17:38.399000,17:38
Long Corner (BS4) SRBT,0 days 00:12:50.200000,0 days 00:13:10.200000,Q1,0 days 00:00:46.999000,00:46,0 days 00:01:06.999000,01:06
Long Corner (BS4) SRBT,0 days 00:22:36.100000,0 days 00:22:56.100000,Q1,0 days 00:10:32.899000,10:32,0 days 00:10:52.899000,10:52
Long Corner (BS4) SRBT,0 days 00:36:15.900000,0 days 00:36:35.900000,Q2,0 days 00:02:50.899000,02:50,0 days 00:03:10.899000,03:10
Long Corner (BS4) SRBT,0 days 00:37:42.500000,0 days 00:38:02.500000,Q2,0 days 00:04:17.499000,04:17,0 days 00:04:37.499000,04:37
Long Corner (BS4) SRBT,0 days 00:45:54.600000,0 days 00:46:14.600000,Q2,0 days 00:12:29.599000,12:29,0 days 00:12:49.599000,12:49
Neutral Restart JSHC,0 days 00:13:16.100000,0 days 00:13:36.100000,Q1,0 days 00:01:12.899000,01:12,0 days 00:01:32.899000,01:32
Neutral Restart JSHC,0 days 00:15:16.300000,0 days 00:15:36.300000,Q1,0 days 00:03:13.099000,03:13,0 days 00:03:33.099000,03:33
Neutral Restart JSHC,0 days 00:16:49.600000,0 days 00:17:09.600000,Q1,0 days 00:04:46.399000,04:46,0 days 00:05:06.399000,05:06
Neutral Restart JSHC,0 days 00:18:41,0 days 00:19:01,Q1,0 days 00:06:37.799000,06:37,0 days 00:06:57.799000,06:57
Neutral Restart JSHC,0 days 00:20:03.500000,0 days 00:20:23.500000,Q1,0 days 00:08:00.299000,08:00,0 days 00:08:20.299000,08:20
Neutral Restart JSHC,0 days 00:22:40.500000,0 days 00:23:00.500000,Q1,0 days 00:10:37.299000,10:37,0 days 00:10:57.299000,10:57
Neutral Restart JSHC,0 days 00:34:45.600000,0 days 00:35:05.600000,Q2,0 days 00:01:20.599000,01:20,0 days 00:01:40.599000,01:40
Neutral Restart JSHC,0 days 00:38:05.501000,0 days 00:38:25.501000,Q2,0 days 00:04:40.500000,04:40,0 days 00:05:00.500000,05:00
Neutral Restart JSHC,0 days 00:38:25.511000,0 days 00:38:43.700000,Q2,0 days 00:05:00.510000,05:00,0 days 00:05:18.699000,05:18
Neutral Restart JSHC,0 days 00:44:37.100000,0 days 00:44:57.100000,Q2,0 days 00:11:12.099000,11:12,0 days 00:11:32.099000,11:32
Neutral Restart JSHC,0 days 00:51:29.001000,0 days 00:51:49.001000,Q2,0 days 00:18:04,18:04,0 days 00:18:24,18:24
Neutral Restart JSHC,0 days 01:13:14.800000,0 days 01:13:34.800000,Q3,0 days 00:09:29.599000,09:29,0 days 00:09:49.599000,09:49
Neutral Restart JSHC,0 days 01:14:42.400000,0 days 01:15:02.400000,Q3,0 days 00:10:57.199000,10:57,0 days 00:11:17.199000,11:17
Neutral Restart JSHC,0 days 01:15:24.201000,0 days 01:15:44.201000,Q3,0 days 00:11:39,11:39,0 days 00:11:59,11:59
Neutral Restart JSHC,0 days 01:23:00.100000,0 days 01:23:20.100000,Q3,0 days 00:19:14.899000,19:14,0 days 00:19:34.899000,19:34
Neutral Restart JSHC,0 days 01:27:37.101000,0 days 01:27:57.101000,Q4,0 days 00:01:35.301000,01:35,0 days 00:01:55.301000,01:55
Neutral Restart JSHC,0 days 01:28:02.399000,0 days 01:28:22.399000,Q4,0 days 00:02:00.599000,02:00,0 days 00:02:20.599000,02:20
Neutral Restart JSHC,0 days 01:30:25.801000,0 days 01:30:45.801000,Q4,0 days 00:04:24.001000,04:24,0 days 00:04:44.001000,04:44
Neutral Restart JSHC,0 days 01:31:25.402000,0 days 01:31:45.402000,Q4,0 days 00:05:23.602000,05:23,0 days 00:05:43.602000,05:43
Neutral Restart JSHC,0 days 01:36:50.201000,0 days 01:37:10.201000,Q4,0 days 00:10:48.401000,10:48,0 days 00:11:08.401000,11:08
Neutral Restart JSHC,0 days 01:38:41.401000,0 days 01:39:01.401000,Q4,0 days 00:12:39.601000,12:39,0 days 00:12:59.601000,12:59
Neutral Restart JSHC,0 days 01:40:25,0 days 01:40:45,Q4,0 days 00:14:23.200000,14:23,0 days 00:14:43.200000,14:43
Neutral Restart SRBT,0 days 00:12:23.100000,0 days 00:12:43.100000,Q1,0 days 00:00:19.899000,00:19,0 days 00:00:39.899000,00:39
Neutral Restart SRBT,0 days 00:17:14.501000,0 days 00:17:34.501000,Q1,0 days 00:05:11.300000,05:11,0 days 00:05:31.300000,05:31
Neutral Restart SRBT,0 days 00:18:56.301000,0 days 00:19:16.301000,Q1,0 days 00:06:53.100000,06:53,0 days 00:07:13.100000,07:13
Neutral Restart SRBT,0 days 00:26:08.801000,0 days 00:26:28.801000,Q1,0 days 00:14:05.600000,14:05,0 days 00:14:25.600000,14:25
Neutral Restart SRBT,0 days 00:27:07.001000,0 days 00:27:27.001000,Q1,0 days 00:15:03.800000,15:03,0 days 00:15:23.800000,15:23
Neutral Restart SRBT,0 days 00:29:57.400000,0 days 00:30:17.400000,Q1,0 days 00:17:54.199000,17:54,0 days 00:18:14.199000,18:14
Neutral Restart SRBT,0 days 00:35:33.700000,0 days 00:35:53.700000,Q2,0 days 00:02:08.699000,02:08,0 days 00:02:28.699000,02:28
Neutral Restart SRBT,0 days 00:41:18.409000,0 days 00:41:38.409000,Q2,0 days 00:07:53.408000,07:53,0 days 00:08:13.408000,08:13
Neutral Restart SRBT,0 days 00:41:47.100000,0 days 00:42:07.100000,Q2,0 days 00:08:22.099000,08:22,0 days 00:08:42.099000,08:42
